Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Derrick White,G,6-4,195,25,SAS,68,2,Colorado,2017 Rnd 1 Pick 29,United States
Hassan Whiteside,C,7-0,265,30,POR,67,7,Marshall,2010 Rnd 2 Pick 3,United States
Andrew Wiggins,F,6-7,203,25,"GOS, MIN",54,5,Kansas,2014 Rnd 1 Pick 1,Canada
Grant Williams,SF,6-6,236,21,BOS,69,0,Tennessee,2019 Rnd 1 Pick 22,United States
Johnathan Williams,PF,6-9,228,24,WAS,15,1,Gonzaga,"2018 NBA Draft, Undrafted",United States
Kenrich Williams,SF,6-7,210,25,NOP,39,1,Texas Christian,"2018 NBA Draft, Undrafted",United States
Lou Williams,G,6-1,175,33,LAC,65,14,South Gwinnett High School (Georgia),2005 Rnd 2 Pick 15,United States
Marvin Williams,SF,6-9,237,33,"CHA, MIL",58,14,North Carolina,2005 Rnd 1 Pick 2,United States
Robert Williams,PF,6-8,240,22,BOS,29,1,Texas A&M,2018 Rnd 1 Pick 27,United States
Nigel Williams-Goss,SG,6-3,190,25,UTA,10,0,Gonzaga,2017 Rnd 2 Pick 25,United States
Zion Williamson,PF,6-6,284,19,NOP,24,0,Duke,2019 Rnd 1 Pick 1,United States
D.J. Wilson,F,6-10,230,24,MIL,37,2,Michigan,2017 Rnd 1 Pick 17,United States
Justise Winslow,SF,6-6,222,23,MIA,11,4,Duke,2015 Rnd 1 Pick 10,United States
Christian Wood,PF,6-10,223,24,DET,62,3,UNLV,"2015 NBA Draft, Undrafted",United States
Delon Wright,G,6-5,185,27,DAL,73,4,Utah,2015 Rnd 1 Pick 20,United States
Justin Wright-Foreman,SG,6-2,190,22,UTA,4,0,Hofstra,2019 Rnd 2 Pick 23,United States
Thaddeus Young,F,6-8,235,31,CHI,64,12,Georgia Tech,2007 Rnd 1 Pick 12,United States
Trae Young,PG,6-1,180,21,ATL,60,1,Oklahoma,2018 Rnd 1 Pick 5,United States
Cody Zeller,F,6-11,240,27,CHA,58,6,Indiana,2013 Rnd 1 Pick 4,United States
Tyler Zeller,C,7-0,250,30,SAS,2,7,North Carolina,2012 Rnd 1 Pick 17,United States
Ante Zizic,C,6-11,254,23,CLE,22,2,KK Cibona (Croatia),2016 Rnd 1 Pick 23,Croatia
Ivica Zubac,C,7-0,240,22,LAC,72,3,KK Mega Bemax (Serbia),2016 Rnd 2 Pick 2,Bosnia and Herzegovina Croatia
